#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.4179  -13.1905  -12.8946  -12.7432  -12.6969   -6.2664   -6.1372   -6.0294   -5.8855   -5.8279   -5.7648   -5.6776   -5.4964   -5.3997   -5.3090   -5.2437   -5.1887   -5.1203   -5.0226   -4.9371   -4.8849   -4.8381   -4.8021   -4.7205   -4.6765   -4.6401   -4.6031   -4.4371   -4.3069   -4.2639   -4.2152   -4.1696   -4.1520   -4.1165   -4.0490   -4.0173   -3.9873   -3.9392   -3.8726   -3.8520   -3.8023   -3.6563   -3.6145   -3.5254   -3.5203   -3.3200   -3.1115   -2.9019   -2.7227   -2.4579   -2.2057   -2.1422   -1.2678   -1.1953   -0.8782   -0.6956   -0.2105    1.3311    2.4361    2.5886    3.0094    3.2884    3.8734    4.2107    4.5313    4.8189    5.3992    5.7002    5.7863
  0.4597  -13.1510  -12.8869  -12.7400  -12.6970   -6.2585   -6.1491   -6.0163   -5.9090   -5.8249   -5.7534   -5.6434   -5.4795   -5.4213   -5.3410   -5.2210   -5.1794   -5.1055   -5.0079   -4.9250   -4.8643   -4.8128   -4.7806   -4.7083   -4.6772   -4.6247   -4.5943   -4.4371   -4.3111   -4.2744   -4.2255   -4.1793   -4.1540   -4.1306   -4.0543   -4.0378   -3.9965   -3.9470   -3.8858   -3.8613   -3.8142   -3.6595   -3.6384   -3.5588   -3.4897   -3.3093   -3.1279   -2.9757   -2.6725   -2.4579   -2.3136   -2.1235   -1.3322   -1.1283   -0.8982   -0.7835   -0.2456    1.5058    2.2228    2.4352    2.9021    3.3284    3.7597    4.2028    4.5565    4.9817    5.4532    5.6362    5.9076
  0.5015  -13.1114  -12.8789  -12.7386  -12.6971   -6.2506   -6.1682   -6.0091   -5.9323   -5.8185   -5.7435   -5.5996   -5.4629   -5.4532   -5.3611   -5.2064   -5.1747   -5.0840   -4.9951   -4.9113   -4.8403   -4.7876   -4.7649   -4.6938   -4.6666   -4.6048   -4.5811   -4.4374   -4.3214   -4.2876   -4.2414   -4.2003   -4.1526   -4.1367   -4.0663   -4.0502   -4.0089   -3.9505   -3.8951   -3.8704   -3.8275   -3.6741   -3.6584   -3.6015   -3.4663   -3.2927   -3.1352   -3.0378   -2.6167   -2.4517   -2.4050   -2.1095   -1.3968   -1.0491   -0.9462   -0.8393   -0.2814    1.6703    2.0040    2.2917    2.7040    3.4131    3.6560    4.2110    4.6026    5.1461    5.3776    5.5765    6.2175
  0.5433  -13.0726  -12.8708  -12.7393  -12.6973   -6.2444   -6.1900   -6.0109   -5.9546   -5.8064   -5.7302   -5.5591   -5.4884   -5.4450   -5.3678   -5.1992   -5.1728   -5.0592   -4.9857   -4.8957   -4.8150   -4.7675   -4.7530   -4.6850   -4.6373   -4.5881   -4.5626   -4.4399   -4.3358   -4.3001   -4.2589   -4.2342   -4.1555   -4.1298   -4.0804   -4.0580   -4.0225   -3.9501   -3.9036   -3.8817   -3.8409   -3.6935   -3.6777   -3.6434   -3.4590   -3.2683   -3.1537   -3.0579   -2.5659   -2.4877   -2.4256   -2.1089   -1.4424   -1.0689   -0.9379   -0.8541   -0.3166    1.7751    1.8341    2.1638    2.5052    3.4503    3.5756    4.2419    4.6690    5.2756    5.2994    5.5474    6.5692
  0.5850  -13.0357  -12.8626  -12.7424  -12.6976   -6.2438   -6.2078   -6.0223   -5.9736   -5.7901   -5.7128   -5.5492   -5.4976   -5.4247   -5.3643   -5.1966   -5.1730   -5.0357   -4.9783   -4.8792   -4.7919   -4.7616   -4.7304   -4.6781   -4.6049   -4.5696   -4.5446   -4.4470   -4.3513   -4.3119   -4.2772   -4.2685   -4.1619   -4.1227   -4.0935   -4.0650   -4.0325   -3.9472   -3.9146   -3.8962   -3.8507   -3.7197   -3.6932   -3.6742   -3.4676   -3.2439   -3.1811   -3.0316   -2.5799   -2.4838   -2.4039   -2.1263   -1.4701   -1.1548   -0.9185   -0.8132   -0.3497    1.5960    1.8951    2.0939    2.3350    3.4253    3.5274    4.2934    4.7459    5.2056    5.3664    5.5818    6.9546
  0.6268  -13.0022  -12.8539  -12.7482  -12.6978   -6.2545   -6.2137   -6.0400   -5.9892   -5.7732   -5.6930   -5.5758   -5.4732   -5.4020   -5.3529   -5.1966   -5.1757   -5.0225   -4.9657   -4.8621   -4.7781   -4.7524   -4.7087   -4.6724   -4.5794   -4.5460   -4.5318   -4.4578   -4.3678   -4.3252   -4.3100   -4.2758   -4.1722   -4.1247   -4.1031   -4.0715   -4.0367   -3.9474   -3.9275   -3.9139   -3.8524   -3.7478   -3.7126   -3.6827   -3.4858   -3.2553   -3.1668   -2.9830   -2.6280   -2.4469   -2.3706   -2.1625   -1.4851   -1.2326   -0.9304   -0.7441   -0.3793    1.4318    1.8151    2.1207    2.2449    3.3734    3.4889    4.3528    4.8217    5.1352    5.3890    5.6714    7.3018
  0.6686  -12.9736  -12.8446  -12.7564  -12.6981   -6.2700   -6.2123   -6.0586   -6.0024   -5.7583   -5.6734   -5.6020   -5.4493   -5.3786   -5.3363   -5.1988   -5.1805   -5.0239   -4.9433   -4.8449   -4.7745   -4.7415   -4.6894   -4.6671   -4.5626   -4.5287   -4.5227   -4.4656   -4.3849   -4.3447   -4.3291   -4.2724   -4.1837   -4.1402   -4.1066   -4.0752   -4.0379   -3.9613   -3.9399   -3.9233   -3.8488   -3.7654   -3.7339   -3.6781   -3.5073   -3.2838   -3.1326   -2.9200   -2.6675   -2.4221   -2.3327   -2.2146   -1.4910   -1.2925   -0.9462   -0.6822   -0.4035    1.3010    1.6926    2.0619    2.3122    3.3219    3.4486    4.4077    4.8854    5.0780    5.4024    5.7645    7.2699
  0.7104  -12.9516  -12.8344  -12.7666  -12.6984   -6.2832   -6.2098   -6.0740   -6.0131   -5.7470   -5.6579   -5.6209   -5.4296   -5.3568   -5.3196   -5.2050   -5.1850   -5.0323   -4.9178   -4.8280   -4.7750   -4.7404   -4.6704   -4.6597   -4.5581   -4.5326   -4.5125   -4.4616   -4.3996   -4.3613   -4.3339   -4.2672   -4.1923   -4.1598   -4.1083   -4.0768   -4.0393   -3.9812   -3.9560   -3.9213   -3.8461   -3.7712   -3.7482   -3.6708   -3.5273   -3.3086   -3.1041   -2.8480   -2.6957   -2.4078   -2.3137   -2.2643   -1.4870   -1.3365   -0.9598   -0.6364   -0.4206    1.2082    1.5830    2.0020    2.4001    3.2771    3.4133    4.4503    4.9307    5.0357    5.4192    5.8388    7.2326
  0.7522  -12.9379  -12.8242  -12.7770  -12.6986   -6.2917   -6.2079   -6.0840   -6.0201   -5.7399   -5.6512   -5.6294   -5.4156   -5.3397   -5.3075   -5.2141   -5.1871   -5.0402   -4.8966   -4.8132   -4.7792   -4.7464   -4.6583   -4.6473   -4.5635   -4.5392   -4.5141   -4.4488   -4.4090   -4.3702   -4.3326   -4.2620   -4.2035   -4.1692   -4.1102   -4.0770   -4.0410   -3.9973   -3.9674   -3.9188   -3.8453   -3.7760   -3.7497   -3.6652   -3.5416   -3.3253   -3.0864   -2.7804   -2.7142   -2.4050   -2.3487   -2.2643   -1.4740   -1.3689   -0.9687   -0.6096   -0.4297    1.1542    1.5080    1.9661    2.4627    3.2441    3.3902    4.4768    4.9573    5.0091    5.4345    5.8861    7.2046
  0.7940  -12.9332  -12.8189  -12.7823  -12.6987   -6.2945   -6.2072   -6.0875   -6.0226   -5.7374   -5.6510   -5.6300   -5.4103   -5.3328   -5.3031   -5.2189   -5.1876   -5.0432   -4.8878   -4.8055   -4.7837   -4.7498   -4.6551   -4.6396   -4.5678   -4.5419   -4.5169   -4.4422   -4.4120   -4.3732   -4.3316   -4.2576   -4.2124   -4.1694   -4.1113   -4.0768   -4.0418   -4.0036   -3.9714   -3.9179   -3.8451   -3.7790   -3.7476   -3.6632   -3.5468   -3.3312   -3.0804   -2.7454   -2.7251   -2.4118   -2.3655   -2.2593   -1.4647   -1.3838   -0.9718   -0.6011   -0.4323    1.1367    1.4813    1.9543    2.4855    3.2316    3.3823    4.4858    4.9665    4.9994    5.4406    5.9024    7.1967
  0.7940  -13.1886  -13.0728  -12.8409  -12.7611   -6.3385   -6.3221   -6.0237   -6.0005   -5.8150   -5.7642   -5.7295   -5.6503   -5.5406   -5.4645   -5.3561   -5.3384   -5.1403   -5.0978   -5.0841   -4.9762   -4.8322   -4.7570   -4.6548   -4.6237   -4.4863   -4.4067   -4.3404   -4.3097   -4.2960   -4.2045   -4.1865   -4.1406   -4.1110   -4.0343   -3.9725   -3.9277   -3.8612   -3.8192   -3.7909   -3.7241   -3.6774   -3.5581   -3.5325   -3.5224   -3.4632   -3.4212   -2.6724   -2.5508   -1.4292   -1.3646   -1.0993   -1.0117   -0.8902   -0.6008   -0.2421   -0.1446    1.0332    1.2021    1.4835    1.5068    4.4344    4.5157    4.5853    4.8282    5.2038    5.4318    5.8499    6.0440
  0.8185  -13.1934  -13.0680  -12.8415  -12.7604   -6.3375   -6.3212   -6.0438   -5.9794   -5.8196   -5.7666   -5.7276   -5.6493   -5.5382   -5.4623   -5.3573   -5.3376   -5.1420   -5.1003   -5.0797   -4.9740   -4.8311   -4.7571   -4.6570   -4.6223   -4.4882   -4.4081   -4.3393   -4.3159   -4.2903   -4.2061   -4.1852   -4.1474   -4.1048   -4.0333   -3.9728   -3.9298   -3.8715   -3.8125   -3.7882   -3.7241   -3.6755   -3.5607   -3.5398   -3.5134   -3.4628   -3.4176   -2.7002   -2.5227   -1.4564   -1.3504   -1.1016   -1.0185   -0.8832   -0.5983   -0.2403   -0.1444    1.0207    1.2145    1.4492    1.5457    4.4344    4.5125    4.5941    4.8340    5.2039    5.4309    5.8527    6.0375
  0.8430  -13.2058  -13.0557  -12.8431  -12.7583   -6.3347   -6.3185   -6.0706   -5.9493   -5.8313   -5.7748   -5.7217   -5.6469   -5.5314   -5.4563   -5.3599   -5.3359   -5.1467   -5.1045   -5.0697   -4.9677   -4.8280   -4.7574   -4.6622   -4.6198   -4.4929   -4.4121   -4.3367   -4.3257   -4.2822   -4.2108   -4.1850   -4.1560   -4.0948   -4.0314   -3.9728   -3.9357   -3.8904   -3.8041   -3.7796   -3.7241   -3.6702   -3.5697   -3.5456   -3.5010   -3.4609   -3.4077   -2.7535   -2.4686   -1.5087   -1.3380   -1.1116   -1.0300   -0.8668   -0.5910   -0.2351   -0.1439    0.9913    1.2417    1.4111    1.5996    4.4332    4.5079    4.6148    4.8523    5.2042    5.4281    5.8606    6.0344
  0.8674  -13.2226  -13.0391  -12.8456  -12.7550   -6.3301   -6.3140   -6.0962   -5.9189   -5.8467   -5.7881   -5.7132   -5.6443   -5.5211   -5.4481   -5.3625   -5.3337   -5.1537   -5.1085   -5.0560   -4.9579   -4.8231   -4.7584   -4.6686   -4.6196   -4.4979   -4.4177   -4.3387   -4.3301   -4.2765   -4.2192   -4.1917   -4.1540   -4.0869   -4.0320   -3.9707   -3.9452   -3.9068   -3.8001   -3.7683   -3.7232   -3.6624   -3.5835   -3.5478   -3.4893   -3.4559   -3.3932   -2.8119   -2.4091   -1.5686   -1.3440   -1.1359   -1.0321   -0.8471   -0.5798   -0.2269   -0.1429    0.9548    1.2694    1.3816    1.6611    4.4269    4.5085    4.6394    4.8850    5.2057    5.4239    5.8719    6.0310
  0.8919  -13.2414  -13.0209  -12.8483  -12.7510   -6.3237   -6.3079   -6.1195   -5.8924   -5.8607   -5.8042   -5.7040   -5.6418   -5.5087   -5.4400   -5.3632   -5.3308   -5.1622   -5.1115   -5.0389   -4.9452   -4.8168   -4.7604   -4.6750   -4.6243   -4.5008   -4.4239   -4.3479   -4.3270   -4.2749   -4.2324   -4.1996   -4.1449   -4.0821   -4.0375   -3.9683   -3.9533   -3.9164   -3.7994   -3.7580   -3.7212   -3.6536   -3.5985   -3.5491   -3.4785   -3.4474   -3.3752   -2.8708   -2.3496   -1.6313   -1.3693   -1.1737   -1.0240   -0.8266   -0.5657   -0.2163   -0.1410    0.9131    1.2900    1.3664    1.7308    4.4118    4.5165    4.6638    4.9305    5.2117    5.4187    5.8841    6.0314
  0.9164  -13.2608  -13.0024  -12.8510  -12.7463   -6.3159   -6.3005   -6.1403   -5.8922   -5.8509   -5.8208   -5.6952   -5.6390   -5.4964   -5.4347   -5.3602   -5.3266   -5.1713   -5.1130   -5.0189   -4.9306   -4.8097   -4.7640   -4.6806   -4.6347   -4.5010   -4.4295   -4.3568   -4.3247   -4.2777   -4.2485   -4.2056   -4.1348   -4.0805   -4.0467   -3.9759   -3.9474   -3.9197   -3.8007   -3.7500   -3.7180   -3.6453   -3.6128   -3.5504   -3.4679   -3.4365   -3.3546   -2.9287   -2.2926   -1.6941   -1.4099   -1.2192   -1.0129   -0.8062   -0.5497   -0.2041   -0.1376    0.8641    1.3040    1.3677    1.8084    4.3865    4.5301    4.6878    4.9796    5.2305    5.4128    5.8926    6.0400
  0.9409  -13.2802  -12.9848  -12.8530  -12.7414   -6.3070   -6.2918   -6.1580   -5.9096   -5.8435   -5.8192   -5.6875   -5.6358   -5.4858   -5.4342   -5.3525   -5.3199   -5.1804   -5.1129   -4.9968   -4.9149   -4.8024   -4.7686   -4.6849   -4.6498   -4.5006   -4.4334   -4.3644   -4.3253   -4.2842   -4.2638   -4.2119   -4.1274   -4.0808   -4.0554   -3.9836   -3.9377   -3.9172   -3.8034   -3.7444   -3.7140   -3.6408   -3.6222   -3.5520   -3.4566   -3.4243   -3.3322   -2.9848   -2.2409   -1.7548   -1.4606   -1.2692   -1.0035   -0.7860   -0.5329   -0.1911   -0.1323    0.8061    1.3157    1.3847    1.8922    4.3503    4.5458    4.7128    5.0148    5.2764    5.4072    5.8906    6.0616
  0.9654  -13.2991  -12.9691  -12.8537  -12.7363   -6.2976   -6.2820   -6.1723   -5.9284   -5.8595   -5.7935   -5.6811   -5.6322   -5.4784   -5.4378   -5.3410   -5.3101   -5.1886   -5.1109   -4.9742   -4.8994   -4.7973   -4.7714   -4.6874   -4.6673   -4.5029   -4.4349   -4.3705   -4.3301   -4.2939   -4.2743   -4.2211   -4.1255   -4.0807   -4.0605   -3.9872   -3.9314   -3.9086   -3.8066   -3.7405   -3.7101   -3.6464   -3.6199   -3.5540   -3.4444   -3.4115   -3.3093   -3.0384   -2.1983   -1.8112   -1.5160   -1.3217   -0.9976   -0.7662   -0.5162   -0.1780   -0.1244    0.7389    1.3225    1.4213    1.9803    4.3028    4.5613    4.7389    5.0261    5.3507    5.4083    5.8805    6.0974
  0.9899  -13.3172  -12.9559  -12.8524  -12.7313   -6.2888   -6.2712   -6.1825   -5.9469   -5.8761   -5.7678   -5.6759   -5.6286   -5.4748   -5.4440   -5.3272   -5.2976   -5.1952   -5.1073   -4.9537   -4.8852   -4.7980   -4.7664   -4.6899   -4.6830   -4.5099   -4.4347   -4.3753   -4.3381   -4.3065   -4.2782   -4.2334   -4.1282   -4.0806   -4.0610   -3.9868   -3.9275   -3.8974   -3.8094   -3.7382   -3.7067   -3.6548   -3.6121   -3.5563   -3.4320   -3.3976   -3.2874   -3.0884   -2.1708   -1.8610   -1.5695   -1.3757   -0.9954   -0.7468   -0.5003   -0.1650   -0.1141    0.6642    1.3222    1.4796    2.0706    4.2436    4.5749    4.7643    5.0205    5.3801    5.4814    5.8647    6.1489
  1.0143  -13.3343  -12.9460  -12.8486  -12.7264   -6.2816   -6.2596   -6.1881   -5.9641   -5.8916   -5.7439   -5.6716   -5.6257   -5.4748   -5.4512   -5.3123   -5.2836   -5.1993   -5.1026   -4.9399   -4.8729   -4.8011   -4.7542   -4.7044   -4.6826   -4.5215   -4.4355   -4.3789   -4.3464   -4.3204   -4.2780   -4.2469   -4.1323   -4.0832   -4.0580   -3.9830   -3.9239   -3.8871   -3.8111   -3.7372   -3.7041   -3.6610   -3.6031   -3.5586   -3.4205   -3.3816   -3.2687   -3.1332   -2.1657   -1.9025   -1.6128   -1.4300   -0.9961   -0.7279   -0.4856   -0.1524   -0.1016    0.5841    1.3168    1.5560    2.1615    4.1730    4.5858    4.7846    5.0092    5.3751    5.6039    5.8492    6.2087
  1.0388  -13.3502  -12.9396  -12.8424  -12.7217   -6.2766   -6.2478   -6.1889   -5.9795   -5.9056   -5.7222   -5.6681   -5.6241   -5.4781   -5.4576   -5.2980   -5.2689   -5.2000   -5.0971   -4.9379   -4.8617   -4.8011   -4.7389   -4.7189   -4.6745   -4.5365   -4.4395   -4.3814   -4.3538   -4.3338   -4.2777   -4.2572   -4.1367   -4.0884   -4.0543   -3.9763   -3.9201   -3.8794   -3.8109   -3.7376   -3.7021   -3.6644   -3.5939   -3.5597   -3.4108   -3.3632   -3.2570   -3.1688   -2.1878   -1.9375   -1.6380   -1.4834   -0.9990   -0.7091   -0.4721   -0.1400   -0.0879    0.5007    1.3084    1.6467    2.2514    4.0916    4.5929    4.7943    5.0014    5.3675    5.7267    5.8398    6.2781
  1.0633  -13.3647  -12.9361  -12.8343  -12.7174   -6.2737   -6.2364   -6.1855   -5.9925   -5.9179   -5.7031   -5.6651   -5.6239   -5.4844   -5.4621   -5.2861   -5.2536   -5.1968   -5.0915   -4.9480   -4.8525   -4.7977   -4.7318   -4.7208   -4.6599   -4.5531   -4.4469   -4.3845   -4.3615   -4.3444   -4.2815   -4.2586   -4.1413   -4.0956   -4.0516   -3.9676   -3.9162   -3.8743   -3.8086   -3.7392   -3.7005   -3.6655   -3.5872   -3.5567   -3.4032   -3.3444   -3.2577   -3.1874   -2.2344   -1.9695   -1.6438   -1.5338   -1.0031   -0.6903   -0.4598   -0.1282   -0.0737    0.4159    1.2984    1.7485    2.3387    4.0007    4.5943    4.7908    5.0030    5.3595    5.7732    5.9115    6.3782
  1.0878  -13.3778  -12.9347  -12.8251  -12.7134   -6.2722   -6.2259   -6.1797   -6.0023   -5.9283   -5.6871   -5.6629   -5.6244   -5.4927   -5.4645   -5.2777   -5.2381   -5.1896   -5.0866   -4.9660   -4.8481   -4.7949   -4.7324   -4.7084   -4.6400   -4.5684   -4.4559   -4.3914   -4.3697   -4.3508   -4.2863   -4.2538   -4.1464   -4.1044   -4.0502   -3.9581   -3.9124   -3.8711   -3.8044   -3.7417   -3.6990   -3.6650   -3.5863   -3.5463   -3.3973   -3.3346   -3.2606   -3.1897   -2.2994   -1.9987   -1.6430   -1.5722   -1.0077   -0.6711   -0.4480   -0.1174   -0.0599    0.3316    1.2879    1.8587    2.4219    3.9018    4.5873    4.7785    5.0130    5.3518    5.7606    6.0370    6.4548
  1.1123  -13.3893  -12.9347  -12.8159  -12.7099   -6.2713   -6.2166   -6.1736   -6.0083   -5.9368   -5.6754   -5.6617   -5.6239   -5.5017   -5.4657   -5.2719   -5.2241   -5.1783   -5.0828   -4.9872   -4.8510   -4.7947   -4.7238   -4.6969   -4.6241   -4.5740   -4.4649   -4.4034   -4.3768   -4.3543   -4.2884   -4.2476   -4.1524   -4.1142   -4.0497   -3.9491   -3.9086   -3.8688   -3.7990   -3.7444   -3.6978   -3.6636   -3.5894   -3.5308   -3.3932   -3.3442   -3.2434   -3.1868   -2.3768   -2.0225   -1.6659   -1.5755   -1.0122   -0.6513   -0.4360   -0.1088   -0.0470    0.2499    1.2776    1.9746    2.4995    3.7969    4.5695    4.7659    5.0272    5.3446    5.7423    6.1553    6.5141
